subject,W.ML,W.mean,W.median,W.MAP,W.sd,W.lower,W.upper,Wlog.mean,Wlog.sd,MAP.BIC
71,0.0025390625,7.27557402569e-06,2.43555767875e-06,2.76034079259e-26,1.34803558026e-05,8.57090238136e-11,3.82431350368e-05,-14.965027489,4.28652816958,3.21887582487
72,0.0025390625,4.07607458125e-05,6.80184661687e-07,6.73668020391e-24,0.000103322672577,2.17867963315e-08,0.000299168765365,-13.2828976403,3.03532601161,3.21887582487
73,0.0025390625,6.98719975009e-05,5.61952864244e-07,1.17199582211e-23,0.000131798469354,2.56767807289e-08,0.000205491364811,-12.8605078058,3.2107839401,3.21887582487
74,0.0025390625,1.61065575257e-05,9.49657975575e-08,9.61614160225e-26,3.33552175607e-05,9.68804988359e-09,9.74433948339e-05,-14.5699885516,3.03019899723,3.21887582487
75,0.0025390625,3.95148821678e-05,3.10424226385e-06,0.0,0.00012746811769,1.08031959528e-08,0.000288435794182,-13.7231201896,2.98002820908,3.21887582487
76,0.0025390625,1.76097618585e-06,6.69809929948e-08,5.69314487545e-33,2.03062424616e-06,3.34958185285e-09,4.27875710803e-06,-15.1392594189,2.52168024607,3.21887582487
77,0.0025390625,2.04240997684e-05,2.16476393557e-07,1.43648707098e-26,7.2837385835e-05,1.24142016299e-09,9.78562261708e-05,-16.2706492968,3.70831487402,3.21887582487
78,0.0025390625,5.03442722962e-05,2.35062268426e-07,6.64149845143e-26,0.000115889067643,3.46448423647e-10,0.000349975959444,-15.8595785652,4.57213001955,3.21887582487
79,0.0025390625,1.25631469755e-05,1.10528328887e-07,6.08480477906e-24,3.09559226313e-05,4.61913165664e-08,2.80466955345e-05,-14.1936225657,2.73900568992,3.21887582487
80,0.0025390625,1.37575910416e-05,2.02702769395e-09,7.9765636626e-25,3.3587538292e-05,1.53835373013e-09,0.000100808757353,-16.2536634921,4.12810502439,3.21887582487
81,0.0025390625,2.25709313614e-06,9.64122858284e-09,6.60660780572e-34,3.34966437189e-06,5.34432770656e-10,7.52960139874e-06,-16.715196837,3.3678196729,3.21887582487
82,0.0025390625,1.71953081175e-05,2.22980732075e-07,4.38879088175e-24,3.10068525605e-05,1.02753176511e-08,8.57783647239e-05,-14.5820605781,3.48868522936,3.21887582487
83,0.0025390625,7.03077349054e-05,2.14071810429e-05,6.59212126845e-23,0.000136320036173,6.00979631046e-07,0.000424378950303,-11.5423307258,2.18990472825,3.21887582487
84,0.0025390625,3.87345131196e-05,2.08492408427e-06,1.09813963187e-23,0.000120413192873,1.756928145e-08,0.000368430223419,-12.8574901976,2.43596991785,3.21887582487
85,0.0025390625,2.3262474045e-05,1.00203010636e-06,1.38697887721e-33,4.32089918684e-05,8.47021470462e-09,7.69674413653e-05,-13.6213198335,2.87931077412,3.21887582487
86,0.0025390625,2.37015365488e-05,7.18501600717e-06,5.90309270782e-23,3.94223830151e-05,1.76704493313e-07,0.000109768394365,-12.2104174331,2.01879784317,3.21887582487
87,0.0025390625,3.43970626949e-05,4.98219561475e-07,0.0,6.04511772016e-05,5.99073813138e-08,0.000194599240829,-13.2724691043,3.11334314206,3.21887582487
88,0.0025390625,7.89786776357e-05,3.50448502049e-05,6.95013340105e-33,0.000245845229086,5.35912979923e-08,5.777774578e-05,-12.073897991,2.73969788135,3.21887582487
89,0.015283203125,0.00328241085532,0.00327548977889,0.00325807851399,2.63154945233e-05,0.00325887827041,0.00333793954285,-5.71920897969,0.00796709047971,73.8365066332
90,0.01337890625,0.00247394095566,0.00247173032821,0.00246056794645,1.12885034149e-05,0.00246065741195,0.0024901589819,-6.00195325667,0.00455478811782,75.2653606086
91,0.0025390625,2.12049407391e-08,3.40753185608e-08,9.81071689182e-34,1.40242008206e-08,3.1804008928e-10,3.40753185608e-08,-18.3653386615,1.68656997561,3.21887582487
92,0.0025390625,1.08178880275e-05,6.66099934732e-07,7.99581794433e-33,1.81022478496e-05,2.34956234187e-09,4.99297576238e-05,-15.0649212154,3.68034080533,3.21887582487
93,0.0025390625,2.24221327569e-05,1.20053213979e-06,1.08420931448e-24,4.31584656006e-05,4.81718992539e-08,0.000115811415764,-13.3337304116,2.7224831147,3.21887582487
94,0.0025390625,9.34278283305e-05,1.26685793435e-05,0.0,0.000138768983315,1.22378958601e-07,0.000323622572262,-11.5139338378,2.65814478631,3.21887582487
95,0.0025390625,9.12904765918e-06,2.08200680742e-06,8.08916588302e-23,4.28461595422e-05,3.85642057499e-07,7.22360505251e-06,-13.034411991,1.35447401891,3.21887582487
96,0.0025390625,6.26017977121e-05,1.35621794997e-06,1.31376236815e-25,0.000160946992853,8.37734017509e-10,0.000480909623707,-14.7647830423,3.84271780986,3.21887582487
97,0.0025390625,1.87978608067e-07,2.31853046403e-08,4.73750826377e-25,2.82801207856e-07,3.1136199972e-09,6.61085018199e-07,-16.9553782981,1.72746973499,3.21887582487
98,0.0025390625,5.21889788485e-05,7.52841239205e-07,3.20608762513e-33,0.000119364692183,9.29179147721e-09,0.000345126097802,-13.647363283,3.25851336309,3.21887582487
99,0.0025390625,1.27388560016e-05,1.17851059652e-06,1.83647913239e-24,2.34814467911e-05,1.68266492215e-08,6.80065405887e-05,-14.0742686428,3.06297117141,3.21887582487
100,0.021484375,0.00328093396319,0.00327405927663,0.00325868779899,3.74976922383e-05,0.00325817808153,0.00332471018239,-5.71968947165,0.0110352048905,202.775761615
101,0.02548828125,0.00397279216045,0.00395162713812,0.00388807220868,7.91812478024e-05,0.00388892192555,0.00410665475467,-5.52848171937,0.0197041760866,229.29941195
102,0.015283203125,0.00334096403401,0.0032670277334,0.00325807923857,0.000154535434422,0.00325817277806,0.0035845090493,-5.70247858444,0.0434279480516,73.8365066332
103,0.0283203125,0.00509848279277,0.00504215639427,0.00481986354296,0.000235025162405,0.0048236734023,0.00563673119322,-5.27983708321,0.0448722340091,201.051718847
104,0.02822265625,0.00423092968083,0.00422806680623,0.00408602248797,0.000318067753,0.00375622391339,0.00473391598913,-5.46815232876,0.0750471454825,258.964268024
105,0.02646484375,0.00401279584284,0.00396882603301,0.00388887575246,0.000118328880801,0.00388834927007,0.00427020525227,-5.51868834195,0.0288026316113,252.953985948
106,0.02265625,0.00371195751967,0.00368501564582,0.00365265498193,5.5538327545e-05,0.00365273765331,0.00380445589436,-5.59630703055,0.014881075132,194.449506939
107,0.03505859375,0.0065755002281,0.00649142722469,0.00641893787373,0.000604250065159,0.00540549868453,0.00764349410172,-5.02848708833,0.0897408502711,172.309318286
108,0.0169921875,0.0026952119417,0.00268981651865,0.00267918134251,1.34312188614e-05,0.00267960460265,0.00271451302297,-5.9162908199,0.0049736753827,146.454725794
109,0.03623046875,0.00782906961089,0.00765416973543,0.00765010701294,0.000786079451343,0.00666084814661,0.00932650072562,-4.85473760533,0.0973075224181,143.532720542
110,0.02236328125,0.00317031812853,0.00315983427954,0.00309111310376,6.8649097554e-05,0.00309821591227,0.00332383136182,-5.75415390306,0.0213848701401,243.06575374
111,0.02587890625,0.00463528429822,0.00452522911904,0.00446334479269,0.000296541293872,0.00446647802247,0.00571480912837,-5.37588946871,0.0588891336257,184.154703173
112,0.0357421875,0.00700795171044,0.00690273675922,0.00677433179694,0.0006994185206,0.00570818001466,0.00817035885673,-4.96559413004,0.0984302460413,163.831323732
113,0.033203125,0.00681100632804,0.00673061840459,0.00659953878918,0.000439851030736,0.00635142423168,0.00788929127749,-4.99119944038,0.0622389376825,162.849177142
114,0.02333984375,0.00369386358731,0.00367903881619,0.00365265500715,4.05810622415e-05,0.0036529667521,0.00375425637291,-5.60114218778,0.010919848407,208.198794433
115,0.02392578125,0.00331553928605,0.00330840894188,0.00325868792692,4.90432086411e-05,0.00325819088077,0.00340138266461,-5.70924335446,0.0146873708262,264.081883108
116,0.02099609375,0.00323535250724,0.003130921656,0.00309111094482,0.000239055970419,0.00309749854318,0.00370586239346,-5.73608511589,0.0685338521476,210.087717651
117,0.0265625,0.00402139119209,0.00399925290103,0.00388887639847,0.000124033401412,0.003888399483,0.00425941878047,-5.51659135619,0.030278539169,252.08898851
118,0.0240234375,0.00581327892013,0.00579518492473,0.00573602214788,6.95586387697e-05,0.00573610956472,0.0059302514487,-5.14768140097,0.0118785777372,104.089039889
119,0.02646484375,0.00404603038636,0.0040207111261,0.00388807372819,0.000135360328037,0.00389198879147,0.00434005089382,-5.51056701064,0.0329346037335,253.213946224
120,0.02724609375,0.00375504694126,0.00374561373618,0.00344416185735,0.000220733897021,0.00344685928198,0.00417940971757,-5.58633732253,0.0576578193257,323.646632693
121,0.02392578125,0.00529678606345,0.00528217182342,0.0052382217053,6.64953103529e-05,0.00523846919213,0.00544475665555,-5.24073235995,0.0123762660806,119.905692799
122,0.02783203125,0.00587313002618,0.00583945095751,0.00573602244181,0.000125626222446,0.0057377371297,0.00606271212603,-5.13759373679,0.0212089499693,138.972666325
123,0.03076171875,0.00605745786644,0.00603531295484,0.00573602772788,0.000214994184957,0.00573705949541,0.00653874003684,-5.10707638391,0.0347143423426,174.317704735
124,0.0306640625,0.00571398314168,0.00569369960263,0.00549074610561,0.000344475205393,0.00524122905876,0.00643237436055,-5.16660243742,0.0589678369026,191.899698511
125,0.02421875,0.00491011439289,0.00485520441874,0.0048198657305,0.000162518511407,0.00482300406313,0.00541111465171,-5.31697681776,0.0317761080974,144.575628235
126,0.02421875,0.00352915277667,0.00348719156433,0.00344410711217,0.000106223897399,0.00344620547281,0.0037598513791,-5.64713864013,0.0295101335299,247.79632525
127,0.030859375,0.00534997281931,0.00531001942273,0.00528407811124,0.000382123305092,0.00462723703344,0.00605483013038,-5.23318264823,0.0707857597476,199.913154188
128,0.02890625,0.00478583587818,0.00470116424331,0.0047139286667,0.000251284198315,0.00446412511067,0.00537513462654,-5.34341389966,0.0508227430298,223.405789469
129,0.02607421875,0.00404082091749,0.00398586822624,0.00388887561146,0.000136604185216,0.00388883927338,0.00428971837278,-5.51185986954,0.0329696854435,240.590147391
130,0.0205078125,0.00449180283728,0.00448482520086,0.00446334729065,3.17783516535e-05,0.00446409267725,0.00454401012983,-5.40552559354,0.00695464861292,103.93495531
131,0.0248046875,0.00369921713789,0.00366734776465,0.00365267615119,9.16667360124e-05,0.00365327892995,0.00383854364573,-5.5999175225,0.0233467481957,240.105569191
132,0.02509765625,0.00395959610886,0.00394560721679,0.00388807434815,6.42772973645e-05,0.00388808619113,0.00408373169264,-5.53174270587,0.0160215543868,220.136122349
133,0.02587890625,0.00587919127992,0.00582890742898,0.00573602819983,0.000141978289577,0.0057386531602,0.00611114514741,-5.13662297323,0.0238585746665,125.837176453
134,0.01455078125,0.00301364872762,0.0029628858456,0.0029404163174,0.000109601441662,0.00294177108039,0.00322376556663,-5.80523604826,0.0351688299608,73.836506633
135,0.0208984375,0.00395812311253,0.00390225723032,0.0038880737109,0.000163277002997,0.00388889372074,0.00445259090597,-5.53277920016,0.0391601091476,146.454725821
136,0.0216796875,0.00329343236998,0.00328611744412,0.00325868780971,3.05050364387e-05,0.00325841164724,0.00334150190628,-5.71586761519,0.00921952140432,208.888475406
137,0.0337890625,0.00687018487771,0.00681219779584,0.00671998333625,0.000534446026637,0.0059914888386,0.00791550198859,-4.9835451038,0.0769580246102,161.659600514
138,0.016796875,0.00279493844206,0.00273441444441,0.00267918155369,0.00021391112972,0.00268030164892,0.00317748599716,-5.8825447134,0.0700064772937,141.529364257
139,0.02998046875,0.00564239222963,0.00561770164582,0.00523822537996,0.000286270595726,0.00524401637122,0.0060853307255,-5.17870373412,0.0498531023397,199.772889327
140,0.02412109375,0.00645760330597,0.00640862284741,0.00633822563497,0.000135346900249,0.00634287450435,0.0067753431076,-5.04271244408,0.0206553784812,91.0456559883
141,0.01953125,0.00284134150666,0.00281591757289,0.00280437757565,6.3121337874e-05,0.00280413310624,0.00287548202135,-5.86371236207,0.0213083046063,203.769423201
142,0.02890625,0.00508584382261,0.00498383982662,0.00482017823545,0.000283409649132,0.00482095717088,0.00569172017986,-5.282760177,0.0533904266544,212.944145616
143,0.02314453125,0.00311983403035,0.00311590145343,0.0030934705586,3.13808428918e-05,0.00309126864339,0.0031875782641,-5.77002520127,0.00993034853607,266.835509976
144,0.016552734375,0.00270351877921,0.00258404743407,0.00256522645431,0.000198492422349,0.00256541465177,0.00310820204071,-5.91575336647,0.070470812703,150.082696495
145,0.02060546875,0.00313797553262,0.00311019557254,0.00309111057911,7.16735293486e-05,0.00309286785866,0.00332176953345,-5.76443048118,0.0223270303645,199.450472724
146,0.0298828125,0.00482956125978,0.00483838495956,0.00479917621467,0.000322102659264,0.00431420776126,0.00541885420767,-5.33518598251,0.0658786306675,220.315738869
147,0.029296875,0.00518121758497,0.00506438960382,0.00502835846358,0.00028722348549,0.0048206510219,0.0057537501201,-5.26420811213,0.054257207809,206.597838217
148,0.035546875,0.00739401956093,0.00735088419149,0.00723805682559,0.00066997265487,0.00610923849543,0.00861007840853,-4.91108245205,0.0889659148276,151.327526986
149,0.02177734375,0.00400224334953,0.00391442994911,0.00388807259237,0.00028867165943,0.00389091931194,0.00490325790087,-5.52317974051,0.0653257644057,154.512471068
150,0.0244140625,0.00358653873383,0.00346594930671,0.00344410665114,0.000324925450354,0.0034471965249,0.00412803235437,-5.6339147383,0.0778851403516,251.565350764
151,0.01904296875,0.00368771854904,0.00367482335248,0.00365265607158,5.54809680834e-05,0.00365319760451,0.00376023298113,-5.60285627328,0.0146256499601,122.408702165
152,0.02197265625,0.00348800747853,0.00347293394131,0.00344410732251,9.56855197171e-05,0.00344429054887,0.00352772075367,-5.65875686809,0.0249940687672,196.22930324
153,0.03056640625,0.0065259541949,0.00642408707638,0.00633823192253,0.00023879897528,0.00633867599719,0.00701130756386,-5.03260429049,0.0352267048546,147.880150816
154,0.014208984375,0.00283723426016,0.00281661233256,0.0028037290609,7.33360965801e-05,0.00280444176904,0.0029042189955,-5.86521680832,0.0233351871632,73.836506633
155,0.0443359375,0.0108087620524,0.0106320944824,0.01038858484,0.00131519141372,0.00854776458809,0.0135524772987,-4.53450203723,0.118232039876,111.253809673
156,0.02392578125,0.00332429057177,0.00328219023532,0.0032586878195,8.39560132009e-05,0.00325903298416,0.00351823998264,-5.70681024338,0.0247990094599,265.201114684
157,0.02119140625,0.0034845075846,0.00346647863372,0.00344410893701,3.47175448504e-05,0.0034444292915,0.00353887763372,-5.65947792814,0.0099262079514,180.094863167
158,0.0330078125,0.00642970336197,0.00636990589849,0.00634080380847,0.000578770981263,0.0052542032516,0.00741488322437,-5.05078580459,0.0885630217071,165.820671756
159,0.02880859375,0.00436091604089,0.00424725959283,0.00432934955975,0.000284402531445,0.00389162479025,0.00493137989419,-5.43712770509,0.0635784126674,246.510347434
160,0.0203125,0.00367310511089,0.00365896592538,0.00365265445291,3.4803469652e-05,0.00365336734915,0.00379152390807,-5.60676208282,0.00936384214669,144.575624315
161,0.03232421875,0.00603757682017,0.00598835972759,0.00596329079857,0.000472314417242,0.00519134985993,0.00700254849766,-5.11277768382,0.0776094976633,181.237250662
162,0.028515625,0.00470684725119,0.00462804833272,0.00446334585662,0.000258041299236,0.00446635274609,0.00520325195249,-5.36008653312,0.0506399073293,225.892435766
163,0.02626953125,0.00408251274062,0.00402261411252,0.00388887597538,0.000226171865671,0.00388839304389,0.00445718118184,-5.50244377447,0.0517728280985,243.98929601
