subject,W.ML,W.mean,W.median,W.MAP,W.sd,W.lower,W.upper,Wlog.mean,Wlog.sd,MAP.BIC
73,0.0025390625,0.00717711194183,0.00685662038062,0.00126614225466,0.00473006935946,0.000117606201759,0.0157176725532,-5.24824544023,0.935367819927,3.21887582487
74,0.0025390625,0.00749455677731,0.00691006943904,0.00162977520998,0.0048920395223,0.000179806271393,0.0166878400607,-5.23778761545,1.0705826863,3.21887582487
75,0.0025390625,0.00668676675999,0.00582633421482,0.000981129381634,0.00443506793676,9.14251236248e-06,0.015294673043,-5.33167039503,1.00840554758,3.21887582487
76,0.0025390625,0.00741218728836,0.00634863171208,0.00211277334685,0.00510797140032,5.67301590325e-05,0.0171616406586,-5.27286396166,1.07014853768,3.21887582487
77,0.0025390625,0.00763016196168,0.0068870339265,0.00183954398158,0.00521068794503,8.88538118046e-05,0.0173151502451,-5.24153441506,1.08571191434,3.21887582487
78,0.0025390625,0.00694700381435,0.00640912952999,0.000836019826854,0.00479602266849,8.10316000235e-05,0.016456531583,-5.33094164484,1.04561433402,3.21887582487
79,0.0025390625,0.007153142699,0.00686858244803,0.000957655342743,0.00468827837224,0.000220997382841,0.0158077616732,-5.25817945563,0.940496951446,3.21887582487
80,0.0025390625,0.00707351602296,0.00655968952934,0.000847205390922,0.00462543873762,2.31229496218e-05,0.0156159290542,-5.28035494957,1.00855415064,3.21887582487
81,0.0025390625,0.00720124389738,0.00675790022328,0.00165287571461,0.00497331854312,6.99302777634e-05,0.0158469535844,-5.29050044764,1.03521416467,3.21887582487
82,0.0025390625,0.00792020084279,0.00786913580036,0.00222034691464,0.00504858702818,4.2018939407e-05,0.0165770044507,-5.15036260577,0.967933630945,3.21887582487
83,0.0025390625,0.00739269099069,0.00641064157759,0.000839088884399,0.00536355054955,3.82073618008e-05,0.0171962337902,-5.34059401977,1.22634611538,3.21887582487
84,0.0025390625,0.00697732471266,0.00666263230131,0.00215481509518,0.00444144823537,5.49078922916e-05,0.015625090273,-5.26121298248,0.926780152821,3.21887582487
85,0.0025390625,0.00760982298125,0.00690826813555,0.00148052173564,0.00511583134879,2.79536678491e-05,0.01732979528,-5.24246736934,1.08911429111,3.21887582487
86,0.0025390625,0.00748697545365,0.0069861249488,0.0015674385739,0.0050502201279,2.85037734493e-05,0.0171321298033,-5.27189724887,1.09670806151,3.21887582487
87,0.0025390625,0.00728556742709,0.00697787397677,0.00172110996768,0.00507227384604,1.46613242605e-06,0.0162284381598,-5.30955409185,1.14697190246,3.21887582487
88,0.0025390625,0.00747504496765,0.00720444629209,0.000558241201706,0.00457092929739,0.000178706646577,0.0150653313427,-5.19633873101,0.940777016822,3.21887582487
89,0.015283203125,0.0169844602066,0.0163130771102,0.0153069534037,0.00458260543069,0.00864201955435,0.026115976036,-4.10884574569,0.255799251337,8.96860606276
90,0.01337890625,0.0151452463129,0.0148278550318,0.0133845672926,0.00413905580273,0.00799586700308,0.0228067159012,-4.2267063675,0.271317268415,8.78492708916
91,0.0025390625,0.00746465011443,0.00683437824466,0.00214959055381,0.0045405266122,1.03477033253e-06,0.0153201351648,-5.20764071672,1.07971471332,3.21887582487
92,0.0025390625,0.00698345539702,0.00601141490658,0.00104430668312,0.00512675034133,2.43233565428e-05,0.0164951106232,-5.36286815219,1.09305366863,3.21887582487
93,0.0025390625,0.00722552645284,0.00638290751431,0.00160592036417,0.0051266498279,2.21211492811e-06,0.0168998458572,-5.35045863741,1.20945181007,3.21887582487
94,0.0025390625,0.00749563353894,0.00708506618558,0.00151947685027,0.00500194275863,0.000102591978682,0.016710483512,-5.22350961824,0.960050757174,3.21887582487
95,0.0025390625,0.00689511109001,0.00617382848938,0.00158459659047,0.00483085626897,8.53077345331e-05,0.0153030271582,-5.36642389275,1.07872175928,3.21887582487
96,0.0025390625,0.00701496964482,0.00659819765967,0.00232637531983,0.00469328794192,8.91811081479e-06,0.0159192865761,-5.36576490919,1.17076366447,3.21887582487
97,0.0025390625,0.00655683821947,0.00599147263227,0.0012942474388,0.0046041936202,3.97869150451e-05,0.0152373590232,-5.39879798907,1.0688729821,3.21887582487
98,0.0025390625,0.00729876853068,0.00715647783645,0.00203292063443,0.00484415489946,3.48859186106e-05,0.0152296580312,-5.27943598203,1.07020591673,3.21887582487
99,0.0025390625,0.00706474296386,0.0061502110689,0.000872850277813,0.00503679984548,1.11340770124e-05,0.0158990254642,-5.34625283792,1.11902179821,3.21887582487
100,0.021484375,0.0241918599347,0.0232855326746,0.0214766636757,0.00632727383997,0.0135716085297,0.0355603179997,-3.75182325329,0.240639690013,11.487503611
101,0.02548828125,0.0296749083673,0.0280369963336,0.0255161186643,0.0084866511925,0.0172467440386,0.044778663111,-3.55286563866,0.259957937077,18.5210044491
102,0.015283203125,0.0171957376418,0.0163891851757,0.0153061861735,0.00492330945636,0.00924810083298,0.0258659581781,-4.10176157694,0.276725592724,8.96860529784
103,0.0283203125,0.0324057200772,0.0312236248804,0.0283121799661,0.00899770446795,0.0186975884858,0.0487913892753,-3.46326376813,0.254597222159,15.4759928381
104,0.02822265625,0.0324651256855,0.0313525034564,0.0282285648818,0.00938435672445,0.0188808269244,0.049386575931,-3.46403606783,0.264750681776,15.8038503317
105,0.02646484375,0.0298551884367,0.0287054169401,0.0264890156403,0.00812731486278,0.0180440027537,0.0457632972263,-3.54344437528,0.247311447408,15.0863513601
106,0.02265625,0.0261565820179,0.02485954631,0.022610543656,0.00714551436034,0.0146667262369,0.0398920917579,-3.67933137583,0.265752257054,15.9955858763
107,0.03505859375,0.0405366936864,0.0378046238918,0.0349995272952,0.0125384156047,0.0195500654493,0.0633997839381,-3.24454529684,0.269665199631,20.1886673099
108,0.0169921875,0.0186274704111,0.0179490075307,0.0169538451402,0.00464962857508,0.0110608475755,0.0278425422897,-4.01185927444,0.236822737609,11.8722202685
109,0.03623046875,0.0422309892251,0.0403516121585,0.0362257279247,0.0110083617097,0.0255657227446,0.0636565771329,-3.19541790345,0.243880690471,19.8356937493
110,0.02236328125,0.0260549260022,0.024820904753,0.0223483935338,0.00752219334732,0.0142428707362,0.0410592084799,-3.68444189003,0.265982488749,17.0746655077
111,0.02587890625,0.0296142321019,0.0277096549358,0.0258869821769,0.00832790392884,0.016725331144,0.0439406106542,-3.55453853735,0.259340419689,18.0155850829
112,0.0357421875,0.0414557023406,0.0381364263242,0.0357456004038,0.0125434820239,0.0235668321803,0.0654004264279,-3.22187711563,0.270388115944,21.1148960385
113,0.033203125,0.038365973893,0.0362935504775,0.0331675755916,0.0101985636125,0.022485390152,0.0586408406564,-3.29198378442,0.245410232237,21.9819241828
114,0.02333984375,0.0264284840416,0.0253645176959,0.023305120163,0.00632399219399,0.0155154713519,0.0390962029199,-3.65892560434,0.221897903097,13.0635964572
115,0.02392578125,0.0266479798,0.0253932508228,0.0238838051845,0.00674599986085,0.0155385527103,0.0407684249138,-3.6552234002,0.243659591199,14.5538519025
116,0.02099609375,0.0240202990034,0.0231742753436,0.0210578934792,0.00614533097247,0.0136677705561,0.0367627113981,-3.76101063188,0.254116479479,12.4331920906
117,0.0265625,0.0302506886142,0.0293929436021,0.0265326072711,0.00783512604346,0.0178605729784,0.047575785298,-3.52981610115,0.249362490094,14.1271207383
118,0.0240234375,0.0267890972853,0.0252569373572,0.0240726754373,0.00669250734501,0.0169856317071,0.0416025377656,-3.64679640217,0.226329011989,15.2051642315
119,0.02646484375,0.0303561591878,0.0281116303473,0.0265130758251,0.00840864938213,0.0189945437979,0.0464905827385,-3.52589966369,0.240859228283,17.5159360827
120,0.02724609375,0.031815633296,0.0310491267095,0.0272613293981,0.00862742546112,0.0187440055907,0.0480583682067,-3.48274696197,0.262973667283,17.3253582881
121,0.02392578125,0.0269771248319,0.0264730054198,0.0239048617386,0.00653525511324,0.0153036399267,0.0379855535538,-3.63971433877,0.229500423035,14.9292770187
122,0.02783203125,0.0318347317448,0.0305333892816,0.0278168288574,0.00825065769831,0.0183606591398,0.0458143248926,-3.47728971372,0.241546329974,18.400914847
123,0.03076171875,0.0351854205015,0.0331891556094,0.0307876982402,0.0105612899081,0.0203069232178,0.055955855232,-3.38327818003,0.25881512347,21.0064344998
124,0.0306640625,0.0347413719018,0.0327963975907,0.0306116622877,0.00854807426364,0.0220647100588,0.0523546152229,-3.38743906331,0.231612047648,16.1149402845
125,0.02421875,0.027840506115,0.0269487110087,0.0242206468915,0.00679748707997,0.0164084218118,0.0407355428422,-3.61017903672,0.240142488268,15.251019459
126,0.02421875,0.0275187381765,0.0260701496756,0.0241924763585,0.00752867262639,0.0170239075983,0.0453859336946,-3.62721098925,0.258265516486,16.5719480935
127,0.030859375,0.0366266019881,0.0349907621826,0.0308768978408,0.0121276043981,0.021856902844,0.0575889962471,-3.34543911392,0.263673402661,14.8757976615
128,0.02890625,0.033018235924,0.0316507149992,0.0289291354689,0.00824563003079,0.0199179923244,0.0477742405893,-3.43849283583,0.231135295638,17.955473905
129,0.02607421875,0.0293714216038,0.0272892985007,0.0260916392258,0.00802540527202,0.0177321591641,0.047260863673,-3.56117807857,0.253675484891,14.0818723963
130,0.0205078125,0.023283706302,0.0224976630124,0.0204312068294,0.00622256653588,0.0132591806422,0.0340138304506,-3.79334108659,0.256015650528,13.2145280147
131,0.0248046875,0.0281340351363,0.0267527462195,0.0248563978721,0.00724471281327,0.0162879683102,0.0425403200969,-3.60101524005,0.242203972489,17.8496205374
132,0.02509765625,0.0290878138598,0.0270011051034,0.0251239943992,0.00843089696472,0.0157350924398,0.0439682866587,-3.57523397199,0.270094526196,16.5255400441
133,0.02587890625,0.0293662809613,0.0279694879966,0.0259621114525,0.00817619145988,0.0162847922725,0.0459581821776,-3.56194258331,0.255615768425,19.1423240982
134,0.01455078125,0.0159804491801,0.0155019964498,0.0145442939635,0.00436508692501,0.00839409031177,0.0250361550732,-4.17143153544,0.262560889096,8.31347009527
